Crash ID,State,Month,Year,Dayweek,Time,Crash_Type,Bus_Involvement,Rigid_Truck_Involvement,Articulated_Truck_Involvement ,Speed_Limit,Road_User,Gender,Age
20171302,NSW,July,2017,Tuesday,14:55,Pedestrian,No,No,No,50,Pedestrian,Female,78
20171309,NSW,July,2017,Tuesday,01:09,Single vehicle,No,No,No,80,Passenger,Female,27
20171317,NSW,July,2017,Saturday,21:45,Pedestrian,No,No,Yes,110,Pedestrian,Male,35
20171330,NSW,July,2017,Monday,07:20,Multiple vehicle,No,Yes,No,100,Driver,Male,34
20171335,NSW,July,2017,Thursday,04:00,Single vehicle,No,Yes,No,80,Driver,Male,32
20171335,NSW,July,2017,Thursday,04:00,Single vehicle,No,Yes,No,80,Passenger,Male,20
20171336,NSW,July,2017,Sunday,02:15,Single vehicle,No,No,No,100,Driver,Male,52
20171349,NSW,July,2017,Tuesday,07:50,Pedestrian,No,Yes,No,50,Pedestrian,Male,72
20172007,VIC,July,2017,Sunday,13:05,Multiple vehicle,No,No,No,70,Passenger,Female,33
20172013,VIC,July,2017,Tuesday,19:25,Multiple vehicle,No,No,No,100,Driver,Male,47
20172014,VIC,July,2017,Friday,22:44,Pedestrian,No,No,No,60,Pedestrian,Male,58
20172018,VIC,July,2017,Tuesday,17:39,Pedestrian,No,No,No,60,Pedestrian,Female,66
20172033,VIC,July,2017,Friday,22:30,Single vehicle,Yes,No,No,60,Driver,Male,23
20172034,VIC,July,2017,Monday,09:55,Multiple vehicle,No,Yes,No,50,Bicyclist (includes pillion passengers),Female,42
20172050,VIC,July,2017,Tuesday,15:35,Single vehicle,No,No,No,100,Passenger,Female,84
20172087,VIC,July,2017,Sunday,07:18,Single vehicle,No,No,No,60,Motorcycle rider,Male,29
20172090,VIC,July,2017,Friday,20:05,Multiple vehicle,No,No,No,80,Motorcycle rider,Male,21
20172097,VIC,July,2017,Saturday,01:20,Single vehicle,No,No,No,100,Driver,Male,25
20172105,VIC,July,2017,Thursday,07:26,Multiple vehicle,No,No,No,100,Driver,Female,25
20172107,VIC,July,2017,Thursday,06:45,Multiple vehicle,No,No,No,60,Motorcycle rider,Male,45
20172111,VIC,July,2017,Sunday,16:25,Multiple vehicle,No,No,No,100,Driver,Female,75
20172118,VIC,July,2017,Friday,06:40,Pedestrian,No,No,No,50,Pedestrian,Female,79
20172124,VIC,July,2017,Friday,20:53,Multiple vehicle,No,No,No,100,Driver,Male,55
20172152,VIC,July,2017,Sunday,19:10,Pedestrian,No,No,No,60,Pedestrian,Female,69
20172168,VIC,July,2017,Thursday,14:45,Multiple vehicle,No,Yes,Yes,100,Driver,Male,25
20172173,VIC,July,2017,Thursday,21:42,Single vehicle,No,No,No,-9,Passenger,Female,16
20172202,VIC,July,2017,Monday,17:10,Multiple vehicle,No,Yes,No,100,Driver,Male,27
20172205,VIC,July,2017,Saturday,15:00,Single vehicle,No,No,No,100,Driver,Male,31
20172211,VIC,July,2017,Monday,10:00,Single vehicle,No,No,No,40,Driver,Male,83
20173005,QLD,July,2017,Friday,10:00,Single vehicle,No,No,No,60,Driver,Male,45
20173024,QLD,July,2017,Tuesday,11:00,Single vehicle,No,No,No,80,Motorcycle rider,Male,64
20173049,QLD,July,2017,Thursday,17:00,Pedestrian,No,Yes,No,50,Pedestrian,Female,39
20173058,QLD,July,2017,Sunday,04:00,Single vehicle,No,No,No,110,Driver,Male,29
20173060,QLD,July,2017,Sunday,19:00,Single vehicle,No,No,No,60,Passenger,Female,57
20173068,QLD,July,2017,Tuesday,05:00,Single vehicle,No,No,No,60,Driver,Male,35
20173110,QLD,July,2017,Sunday,09:00,Multiple vehicle,No,No,No,60,Motorcycle rider,Male,61
20173118,QLD,July,2017,Saturday,22:00,Multiple vehicle,No,No,No,60,Driver,Male,27
20173130,QLD,July,2017,Thursday,13:00,Multiple vehicle,No,No,No,60,Passenger,Female,98
20173135,QLD,July,2017,Wednesday,04:00,Single vehicle,No,No,No,100,Passenger,Female,4
20173135,QLD,July,2017,Wednesday,04:00,Single vehicle,No,No,No,100,Passenger,Male,0
20173135,QLD,July,2017,Wednesday,04:00,Single vehicle,No,No,No,100,Driver,Female,38
20173136,QLD,July,2017,Monday,13:00,Single vehicle,No,No,No,60,Driver,Female,36
20173138,QLD,July,2017,Thursday,06:00,Single vehicle,No,No,No,60,Motorcycle rider,Male,51
20173158,QLD,July,2017,Tuesday,12:00,Single vehicle,No,No,No,100,Driver,Male,76
20173159,QLD,July,2017,Sunday,07:00,Multiple vehicle,No,No,No,50,Bicyclist (includes pillion passengers),Male,48
20173172,QLD,July,2017,Sunday,00:00,Single vehicle,No,No,No,100,Driver,Male,18
20173190,QLD,July,2017,Saturday,04:00,Single vehicle,No,No,No,80,Driver,Male,39
20173217,QLD,July,2017,Monday,11:00,Single vehicle,No,No,No,40,Driver,Male,82
20173220,QLD,July,2017,Saturday,10:00,Single vehicle,No,No,No,60,Passenger,Male,28
20173220,QLD,July,2017,Saturday,10:00,Single vehicle,No,No,No,60,Passenger,Male,21
20173225,QLD,July,2017,Sunday,15:00,Single vehicle,No,No,No,100,Driver,Male,22
20173225,QLD,July,2017,Sunday,15:00,Single vehicle,No,No,No,100,Passenger,Male,26
20174029,SA,July,2017,Tuesday,08:40,Pedestrian,No,No,No,60,Pedestrian,Male,72
20174036,SA,July,2017,Friday,11:20,Pedestrian,No,Yes,No,50,Pedestrian,Female,83
20174040,SA,July,2017,Friday,03:45,Single vehicle,No,Yes,No,50,Passenger,Male,22
20174042,SA,July,2017,Sunday,13:48,Single vehicle,No,No,No,100,Motorcycle rider,Male,68
20174045,SA,July,2017,Wednesday,13:45,Multiple vehicle,No,No,Yes,80,Driver,Male,21
20174057,SA,July,2017,Tuesday,19:10,Pedestrian,No,No,No,50,Pedestrian,Male,94
20174060,SA,July,2017,Sunday,01:45,Single vehicle,No,No,No,100,Driver,Male,21
20174064,SA,July,2017,Saturday,04:00,Pedestrian,No,No,Yes,50,Pedestrian,Male,65
20174068,SA,July,2017,Monday,12:08,Multiple vehicle,No,No,No,110,Driver,Male,82
20174079,SA,July,2017,Friday,23:20,Single vehicle,No,No,No,50,Driver,Male,18
20174090,SA,July,2017,Thursday,14:32,Multiple vehicle,No,No,No,80,Motorcycle rider,Male,62
20175015,WA,July,2017,Friday,15:50,Single vehicle,No,No,No,50,Driver,Male,49
20175022,WA,July,2017,Wednesday,23:15,Single vehicle,No,No,No,110,Driver,Male,24
20175047,WA,July,2017,Saturday,19:25,Multiple vehicle,No,No,No,110,Driver,Female,28
20175062,WA,July,2017,Monday,16:20,Single vehicle,No,No,No,80,Driver,Male,33
20175066,WA,July,2017,Sunday,08:55,Multiple vehicle,No,No,No,60,Driver,Female,85
20175069,WA,July,2017,Tuesday,09:00,Multiple vehicle,No,No,No,50,Driver,Male,65
20175084,WA,July,2017,Wednesday,13:15,Single vehicle,No,No,No,110,Driver,Female,64
20175087,WA,July,2017,Sunday,17:15,Multiple vehicle,No,No,No,60,Other,Male,91
20175108,WA,July,2017,Thursday,17:50,Multiple vehicle,No,No,No,60,Driver,Male,84
20175116,WA,July,2017,Sunday,20:50,Single vehicle,No,No,No,80,Driver,Male,50
20175151,WA,July,2017,Monday,21:14,Single vehicle,No,No,No,110,Passenger,Male,22
20176020,TAS,July,2017,Friday,13:41,Single vehicle,No,No,No,60,Passenger,Female,71
20176024,TAS,July,2017,Friday,23:34,Single vehicle,No,No,No,100,Driver,Male,59
20176026,TAS,July,2017,Saturday,06:13,Single vehicle,No,No,No,70,Passenger,Female,16
20177012,NT,July,2017,Saturday,23:00,Single vehicle,No,No,No,110,Driver,Male,32
20177015,NT,July,2017,Sunday,03:00,Single vehicle,No,No,No,110,Passenger,Male,54
20177019,NT,July,2017,Sunday,09:07,Single vehicle,No,No,No,110,Driver,Male,51
20171019,NSW,June,2017,Tuesday,17:20,Pedestrian,No,No,No,50,Pedestrian,Male,66
20171020,NSW,June,2017,Tuesday,18:09,Pedestrian,No,No,No,50,Pedestrian,Female,60
20171039,NSW,June,2017,Sunday,02:00,Multiple vehicle,No,No,No,50,Driver,Male,25
20171039,NSW,June,2017,Sunday,02:00,Multiple vehicle,No,No,No,50,Passenger,Male,18
20171043,NSW,June,2017,Saturday,03:11,Multiple vehicle,Yes,No,No,40,Passenger,Male,30
20171062,NSW,June,2017,Saturday,10:00,Single vehicle,No,No,No,100,Driver,Male,63
20171068,NSW,June,2017,Sunday,12:48,Single vehicle,No,No,No,100,Passenger,Male,78
20171083,NSW,June,2017,Thursday,01:35,Single vehicle,No,No,No,60,Driver,Male,36
20171141,NSW,June,2017,Sunday,15:18,Single vehicle,No,No,Yes,100,Driver,Male,74
20171146,NSW,June,2017,Sunday,16:30,Single vehicle,No,No,No,100,Driver,Male,50
20171160,NSW,June,2017,Sunday,18:45,Single vehicle,No,No,No,100,Driver,Male,42
20171171,NSW,June,2017,Saturday,20:50,Single vehicle,No,No,No,100,Passenger,Male,23
20171175,NSW,June,2017,Friday,13:37,Multiple vehicle,No,Yes,No,60,Driver,Male,30
20171180,NSW,June,2017,Thursday,14:15,Single vehicle,No,No,No,110,Passenger,Female,83
20171184,NSW,June,2017,Monday,15:45,Multiple vehicle,No,No,No,80,Driver,Male,34
20171206,NSW,June,2017,Wednesday,08:40,Multiple vehicle,No,Yes,No,100,Driver,Female,93
20171208,NSW,June,2017,Thursday,14:10,Multiple vehicle,No,No,No,60,Motorcycle rider,Female,65
20171209,NSW,June,2017,Saturday,12:39,Pedestrian,No,No,No,50,Pedestrian,Female,59
20171225,NSW,June,2017,Thursday,12:55,Multiple vehicle,No,No,Yes,110,Driver,Male,66
20171225,NSW,June,2017,Thursday,12:55,Multiple vehicle,No,No,Yes,110,Passenger,Female,65
20171233,NSW,June,2017,Wednesday,08:10,Multiple vehicle,No,No,No,50,Driver,Female,60
20171247,NSW,June,2017,Sunday,14:25,Multiple vehicle,No,No,No,80,Motorcycle rider,Male,6
20171265,NSW,June,2017,Friday,10:10,Pedestrian,No,No,No,50,Pedestrian,Male,74
20171267,NSW,June,2017,Wednesday,18:10,Pedestrian,No,No,No,40,Motorcycle rider,Male,23
20171267,NSW,June,2017,Wednesday,18:10,Pedestrian,No,No,No,40,Pedestrian,Female,58
20171281,NSW,June,2017,Saturday,00:10,Single vehicle,No,No,No,100,Driver,Male,36
20171290,NSW,June,2017,Wednesday,12:00,Single vehicle,No,No,No,100,Driver,Male,80
20171298,NSW,June,2017,Monday,02:25,Single vehicle,No,No,No,110,Driver,Male,22
20171312,NSW,June,2017,Wednesday,10:00,Single vehicle,No,No,No,80,Driver,Male,34
20171333,NSW,June,2017,Saturday,15:30,Single vehicle,No,No,No,70,Bicyclist (includes pillion passengers),Male,45
20171346,NSW,June,2017,Thursday,06:55,Multiple vehicle,No,No,Yes,60,Motorcycle rider,Male,35
20172036,VIC,June,2017,Wednesday,13:50,Pedestrian,No,No,No,50,Pedestrian,Female,93
20172048,VIC,June,2017,Saturday,21:15,Pedestrian,No,No,No,80,Pedestrian,Male,67
20172070,VIC,June,2017,Thursday,15:10,Single vehicle,No,No,No,110,Driver,Male,36
20172074,VIC,June,2017,Wednesday,07:51,Multiple vehicle,No,No,No,60,Driver,Male,57
20172098,VIC,June,2017,Wednesday,10:30,Multiple vehicle,-9,No,No,-9,Driver,Male,80
20172110,VIC,June,2017,Friday,17:10,Single vehicle,No,No,No,80,Motorcycle rider,Male,37
20172121,VIC,June,2017,Sunday,11:00,Multiple vehicle,No,No,No,80,Motorcycle rider,Male,62
20172133,VIC,June,2017,Tuesday,15:35,Multiple vehicle,Yes,No,No,100,Passenger,Female,80
20172133,VIC,June,2017,Tuesday,15:35,Multiple vehicle,Yes,No,No,100,Passenger,Female,95
20172133,VIC,June,2017,Tuesday,15:35,Multiple vehicle,Yes,No,No,100,Passenger,Female,91
20172142,VIC,June,2017,Thursday,17:10,Single vehicle,No,No,No,100,Driver,Female,19
20172159,VIC,June,2017,Sunday,23:03,Multiple vehicle,No,No,No,60,Driver,Male,30
20172177,VIC,June,2017,Friday,16:10,Multiple vehicle,No,No,No,100,Driver,Male,84
20172185,VIC,June,2017,Sunday,17:30,Pedestrian,No,No,No,80,Pedestrian,Male,30
20172193,VIC,June,2017,Friday,14:19,Pedestrian,No,No,Yes,50,Pedestrian,Female,56
20173008,QLD,June,2017,Monday,19:00,Pedestrian,No,No,No,100,Pedestrian,Female,19
20173012,QLD,June,2017,Wednesday,10:00,Pedestrian,Yes,Yes,No,50,Pedestrian,Male,80
20173018,QLD,June,2017,Saturday,12:00,Single vehicle,No,No,No,100,Motorcycle rider,Male,58
20173021,QLD,June,2017,Thursday,17:00,Multiple vehicle,No,No,No,-9,Driver,Male,26
20173030,QLD,June,2017,Thursday,20:00,Single vehicle,No,No,No,80,Passenger,Male,21
20173034,QLD,June,2017,Wednesday,17:00,Single vehicle,No,No,No,80,Motorcycle rider,Male,33
20173065,QLD,June,2017,Monday,14:00,Single vehicle,No,No,No,80,Driver,Male,70
20173070,QLD,June,2017,Tuesday,23:00,Single vehicle,No,No,No,60,Driver,Female,31
20173077,QLD,June,2017,Saturday,23:00,Multiple vehicle,No,No,Yes,100,Driver,Male,21
20173084,QLD,June,2017,Saturday,18:00,Multiple vehicle,No,No,No,70,Motorcycle rider,Male,26
20173094,QLD,June,2017,Wednesday,20:00,Pedestrian,No,No,No,60,Pedestrian,Male,44
20173099,QLD,June,2017,Saturday,02:00,Multiple vehicle,Yes,No,Yes,100,Passenger,-9,44
20173099,QLD,June,2017,Saturday,02:00,Multiple vehicle,Yes,No,Yes,100,Passenger,Male,42
20173099,QLD,June,2017,Saturday,02:00,Multiple vehicle,Yes,No,Yes,100,Driver,-9,30
20173115,QLD,June,2017,Friday,06:00,Multiple vehicle,No,Yes,No,80,Passenger,Female,28
20173121,QLD,June,2017,Thursday,00:00,Single vehicle,No,No,No,80,Motorcycle rider,Male,31
20173124,QLD,June,2017,Tuesday,16:00,Multiple vehicle,No,No,No,60,Motorcycle rider,Male,70
20173125,QLD,June,2017,Saturday,15:00,Multiple vehicle,No,No,No,100,Motorcycle rider,Female,35
20173127,QLD,June,2017,Wednesday,07:00,Pedestrian,No,No,No,60,Pedestrian,Female,27
20173137,QLD,June,2017,Friday,17:00,Pedestrian,No,No,No,60,Pedestrian,Male,22
20173140,QLD,June,2017,Saturday,07:00,Multiple vehicle,No,No,No,50,Motorcycle rider,Male,57
20173148,QLD,June,2017,Friday,00:00,Single vehicle,No,No,No,60,Passenger,Male,41
20173148,QLD,June,2017,Friday,00:00,Single vehicle,No,No,No,60,Passenger,Male,48
20173183,QLD,June,2017,Monday,19:00,Pedestrian,Yes,No,No,50,Pedestrian,Male,77
20173202,QLD,June,2017,Monday,16:00,Multiple vehicle,No,Yes,No,80,Driver,Male,46
20173207,QLD,June,2017,Sunday,01:00,Single vehicle,No,No,No,100,Motorcycle rider,Male,30
20173228,QLD,June,2017,Friday,11:00,Pedestrian,No,No,No,50,Pedestrian,Male,64
20174006,SA,June,2017,Friday,17:30,Multiple vehicle,No,No,No,110,Driver,Male,66
20174008,SA,June,2017,Sunday,23:40,Single vehicle,No,No,No,50,Driver,Male,21
20174016,SA,June,2017,Friday,17:50,Single vehicle,No,No,No,100,Driver,Male,52
20174026,SA,June,2017,Thursday,00:40,Single vehicle,No,No,No,110,Driver,Male,26
20174026,SA,June,2017,Thursday,00:40,Single vehicle,No,No,No,110,Passenger,Female,18
20174030,SA,June,2017,Saturday,12:55,Single vehicle,No,No,No,60,Motorcycle rider,Male,48
20174067,SA,June,2017,Tuesday,21:30,Pedestrian,No,No,No,40,Pedestrian,Male,35
20174082,SA,June,2017,Friday,18:15,Pedestrian,No,No,Yes,25,Pedestrian,Male,44
20174087,SA,June,2017,Saturday,15:02,Single vehicle,No,No,No,60,Motorcycle rider,Female,34
20175008,WA,June,2017,Friday,17:17,Multiple vehicle,No,No,No,60,Driver,Male,84
20175021,WA,June,2017,Tuesday,16:35,Multiple vehicle,No,No,No,60,Pedestrian,Male,79
20175042,WA,June,2017,Friday,18:20,Single vehicle,No,No,No,100,Driver,Female,47
20175052,WA,June,2017,Saturday,08:08,Multiple vehicle,No,No,Yes,80,Motorcycle rider,Male,21
20175076,WA,June,2017,Thursday,13:45,Single vehicle,No,No,No,110,Passenger,Male,47
20175092,WA,June,2017,Friday,17:30,Multiple vehicle,No,No,No,60,Motorcycle rider,Male,23
20175100,WA,June,2017,Friday,15:00,Multiple vehicle,No,Yes,No,40,Passenger,Female,45
20175100,WA,June,2017,Friday,15:00,Multiple vehicle,No,Yes,No,40,Driver,Male,46
20175110,WA,June,2017,Monday,12:45,Multiple vehicle,No,No,No,110,Driver,Male,40
20175126,WA,June,2017,Thursday,07:00,Single vehicle,No,Yes,No,110,Driver,Male,63
20175137,WA,June,2017,Thursday,09:20,Single vehicle,No,No,No,110,Driver,Male,45
20175143,WA,June,2017,Sunday,08:52,Multiple vehicle,No,No,No,110,Bicyclist (includes pillion passengers),Male,76
20176012,TAS,June,2017,Sunday,08:07,Single vehicle,No,No,No,110,Motorcycle rider,Male,55
20176013,TAS,June,2017,Thursday,09:20,Multiple vehicle,Yes,No,No,60,Driver,Female,55
20176014,TAS,June,2017,Sunday,19:10,Multiple vehicle,No,Yes,No,50,Motorcycle rider,Male,17
20176025,TAS,June,2017,Thursday,21:00,Multiple vehicle,No,No,No,50,Driver,Female,42
20176030,TAS,June,2017,Friday,08:30,Multiple vehicle,No,No,Yes,60,Driver,Female,51
20176033,TAS,June,2017,Thursday,14:51,Multiple vehicle,No,No,No,80,Driver,Male,83
20177014,NT,June,2017,Wednesday,23:15,Single vehicle,No,No,No,80,Driver,Male,24
20177021,NT,June,2017,Tuesday,06:15,Pedestrian,Yes,No,No,80,Pedestrian,Female,32
20177026,NT,June,2017,Friday,12:27,Multiple vehicle,No,No,No,100,Driver,Male,26
20177027,NT,June,2017,Sunday,16:06,Single vehicle,No,No,No,80,Passenger,Female,25
20177027,NT,June,2017,Sunday,16:06,Single vehicle,No,No,No,80,Driver,Male,21
20171014,NSW,May,2017,Tuesday,10:15,Multiple vehicle,No,No,Yes,110,Passenger,Male,49
20171021,NSW,May,2017,Tuesday,21:00,Single vehicle,No,No,No,70,Passenger,Male,20
20171026,NSW,May,2017,Friday,03:00,Single vehicle,No,No,No,50,Driver,Male,36
20171030,NSW,May,2017,Monday,06:06,Multiple vehicle,No,No,Yes,110,Driver,Male,19
20171030,NSW,May,2017,Monday,06:06,Multiple vehicle,No,No,Yes,110,Driver,Female,17
20171030,NSW,May,2017,Monday,06:06,Multiple vehicle,No,No,Yes,110,Passenger,Female,15
20171065,NSW,May,2017,Tuesday,14:44,Multiple vehicle,No,No,No,90,Passenger,Female,79
20171077,NSW,May,2017,Saturday,03:30,Multiple vehicle,No,No,Yes,110,Passenger,Male,12
20171077,NSW,May,2017,Saturday,03:30,Multiple vehicle,No,No,Yes,110,Passenger,Male,9
20171081,NSW,May,2017,Tuesday,13:30,Pedestrian,No,No,No,50,Pedestrian,Male,70
20171130,NSW,May,2017,Friday,07:30,Multiple vehicle,No,No,No,100,Driver,Female,62
20171164,NSW,May,2017,Friday,08:25,Single vehicle,Yes,No,No,50,Passenger,Male,75
20171181,NSW,May,2017,Thursday,04:36,Multiple vehicle,No,No,No,60,Driver,Male,62
20171181,NSW,May,2017,Thursday,04:36,Multiple vehicle,No,No,No,60,Passenger,Male,49
20171185,NSW,May,2017,Tuesday,12:15,Multiple vehicle,No,No,No,70,Driver,Male,87
20171190,NSW,May,2017,Saturday,14:20,Single vehicle,No,No,No,100,Driver,Male,28
20171192,NSW,May,2017,Wednesday,07:05,Multiple vehicle,No,Yes,No,100,Driver,Male,45
20171216,NSW,May,2017,Saturday,12:15,Multiple vehicle,No,No,No,60,Motorcycle rider,Female,45
20171231,NSW,May,2017,Wednesday,18:00,Pedestrian,No,No,No,60,Pedestrian,Female,48
20171232,NSW,May,2017,Saturday,18:30,Multiple vehicle,No,No,No,50,Driver,Male,86
20171240,NSW,May,2017,Thursday,06:40,Single vehicle,No,No,No,50,Motorcycle rider,Male,21
20171245,NSW,May,2017,Sunday,22:20,Pedestrian,No,No,No,50,Pedestrian,Female,36
20171259,NSW,May,2017,Tuesday,20:20,Pedestrian,No,No,No,60,Pedestrian,Female,55
20171268,NSW,May,2017,Friday,14:30,Single vehicle,No,No,No,100,Passenger,Female,4
20171269,NSW,May,2017,Thursday,10:05,Multiple vehicle,No,Yes,Yes,80,Motorcycle rider,Male,40
20171272,NSW,May,2017,Thursday,14:50,Single vehicle,No,No,No,90,Driver,Male,40
20171273,NSW,May,2017,Saturday,14:00,Single vehicle,No,No,No,100,Driver,Male,64
20171288,NSW,May,2017,Sunday,12:00,Single vehicle,No,No,No,60,Motorcycle rider,Male,65
20171289,NSW,May,2017,Sunday,00:35,Pedestrian,Yes,No,No,80,Pedestrian,Female,24
20171300,NSW,May,2017,Sunday,05:50,Pedestrian,No,No,No,100,Pedestrian,Male,20
20171304,NSW,May,2017,Monday,06:00,Single vehicle,No,No,Yes,100,Driver,Male,63
20171315,NSW,May,2017,Tuesday,14:11,Multiple vehicle,No,No,No,110,Driver,Male,46
20171328,NSW,May,2017,Saturday,17:40,Pedestrian,No,No,No,50,Pedestrian,Female,91
20171338,NSW,May,2017,Tuesday,13:07,Multiple vehicle,No,No,No,50,Motorcycle rider,Male,19
20171347,NSW,May,2017,Friday,15:50,Single vehicle,No,No,No,100,Driver,Female,67
20172003,VIC,May,2017,Monday,18:15,Multiple vehicle,No,No,No,100,Motorcycle rider,Male,62
20172011,VIC,May,2017,Friday,01:50,Single vehicle,No,No,No,70,Driver,Male,22
20172012,VIC,May,2017,Monday,17:55,Pedestrian,No,No,No,60,Pedestrian,Female,75
20172019,VIC,May,2017,Tuesday,06:30,Single vehicle,No,No,No,80,Driver,Male,32
20172040,VIC,May,2017,Sunday,16:05,Multiple vehicle,No,No,No,110,Passenger,Female,81
20172040,VIC,May,2017,Sunday,16:05,Multiple vehicle,No,No,No,110,Driver,Male,91
20172056,VIC,May,2017,Thursday,15:20,Multiple vehicle,No,No,No,40,Motorcycle rider,Male,22
20172062,VIC,May,2017,Friday,23:45,Single vehicle,No,No,No,100,Driver,Male,36
20172081,VIC,May,2017,Monday,08:45,Single vehicle,No,Yes,No,100,Driver,Male,21
20172088,VIC,May,2017,Friday,13:20,Multiple vehicle,No,No,No,50,Motorcycle rider,Male,49
20172099,VIC,May,2017,Monday,14:09,Single vehicle,No,No,No,100,Driver,Female,26
20172106,VIC,May,2017,Monday,10:33,Multiple vehicle,No,No,No,60,Motorcycle rider,Male,68
20172150,VIC,May,2017,Wednesday,22:00,Single vehicle,No,No,No,60,Driver,Female,27
20172154,VIC,May,2017,Sunday,18:20,Single vehicle,No,No,No,100,Driver,Male,89
20172157,VIC,May,2017,Saturday,15:37,Single vehicle,No,No,No,80,Motorcycle rider,Male,42
20172203,VIC,May,2017,Monday,13:57,Single vehicle,No,No,No,60,Driver,Female,30
20172231,VIC,May,2017,Thursday,07:00,Multiple vehicle,No,No,No,60,Bicyclist (includes pillion passengers),Male,51
20172232,VIC,May,2017,Sunday,11:20,Multiple vehicle,No,No,No,60,Driver,Male,59
20172233,VIC,May,2017,Tuesday,09:50,Single vehicle,No,No,No,100,Driver,Female,18
20173016,QLD,May,2017,Monday,10:00,Multiple vehicle,No,No,No,100,Driver,Male,86
20173023,QLD,May,2017,Saturday,01:00,Pedestrian,No,No,No,80,Pedestrian,Male,19
20173035,QLD,May,2017,Sunday,17:00,Multiple vehicle,No,No,No,100,Motorcycle rider,Male,62
20173044,QLD,May,2017,Wednesday,17:00,Multiple vehicle,No,No,No,70,Bicyclist (includes pillion passengers),Male,16
20173046,QLD,May,2017,Tuesday,09:00,Multiple vehicle,No,No,No,50,Driver,Female,46
20173051,QLD,May,2017,Thursday,18:00,Multiple vehicle,No,No,No,100,Driver,Female,54
20173052,QLD,May,2017,Saturday,16:00,Multiple vehicle,No,No,No,80,Driver,Female,26
20173064,QLD,May,2017,Friday,21:00,Pedestrian,No,No,No,80,Pedestrian,Male,41
20173069,QLD,May,2017,Saturday,08:00,Multiple vehicle,No,No,No,100,Driver,Male,45
20173081,QLD,May,2017,Thursday,11:00,Single vehicle,No,Yes,No,100,Driver,Male,70
20173088,QLD,May,2017,Thursday,10:00,Multiple vehicle,No,No,No,60,Passenger,Female,68
20173092,QLD,May,2017,Monday,17:00,Pedestrian,No,No,No,70,Pedestrian,Male,52
20173093,QLD,May,2017,Sunday,14:00,Multiple vehicle,No,No,No,80,Motorcycle pillion passenger,Female,45
20173093,QLD,May,2017,Sunday,14:00,Multiple vehicle,No,No,No,80,Motorcycle rider,Male,50
20173098,QLD,May,2017,Tuesday,13:00,Pedestrian,No,No,No,60,Pedestrian,Male,91
20173105,QLD,May,2017,Saturday,03:00,Single vehicle,No,No,No,100,Driver,Female,43
20173109,QLD,May,2017,Tuesday,11:00,Multiple vehicle,No,No,No,80,Motorcycle rider,Male,40
20173112,QLD,May,2017,Wednesday,16:00,Multiple vehicle,No,No,No,50,Motorcycle rider,Male,39
20173141,QLD,May,2017,Friday,19:00,Pedestrian,No,No,No,60,Pedestrian,Female,19
20173156,QLD,May,2017,Thursday,02:00,Multiple vehicle,No,No,Yes,100,Driver,Male,34
20173168,QLD,May,2017,Tuesday,08:00,Multiple vehicle,No,Yes,No,40,Motorcycle rider,Male,43
20173176,QLD,May,2017,Saturday,22:00,Single vehicle,No,No,No,80,Driver,Female,23
20173182,QLD,May,2017,Thursday,06:00,Single vehicle,No,Yes,No,100,Driver,Male,37
20173194,QLD,May,2017,Tuesday,16:00,Single vehicle,No,No,No,100,Motorcycle rider,Female,40
20174005,SA,May,2017,Tuesday,11:00,Single vehicle,No,No,No,100,Driver,Male,79
20174024,SA,May,2017,Wednesday,14:00,Single vehicle,No,No,No,100,Driver,Male,59
20174038,SA,May,2017,Sunday,11:28,Pedestrian,No,No,No,100,Pedestrian,Male,2
20174046,SA,May,2017,Thursday,13:15,Single vehicle,No,No,No,80,Motorcycle rider,Male,40
20174081,SA,May,2017,Sunday,14:30,Multiple vehicle,No,No,No,60,Motorcycle rider,Male,34
20175043,WA,May,2017,Sunday,10:55,Single vehicle,No,No,No,60,Motorcycle rider,Male,45
20175050,WA,May,2017,Monday,07:30,Single vehicle,No,No,No,110,Driver,Male,53
20175081,WA,May,2017,Saturday,10:38,Multiple vehicle,No,No,No,50,Pedestrian,Male,74
20175097,WA,May,2017,Sunday,12:30,Single vehicle,No,No,No,100,Passenger,Male,20
20175109,WA,May,2017,Wednesday,00:14,Single vehicle,No,No,No,60,Passenger,Male,27
20175140,WA,May,2017,Monday,19:00,Single vehicle,No,No,No,110,Driver,Male,44
20176004,TAS,May,2017,Tuesday,09:30,Multiple vehicle,No,No,No,80,Driver,Male,89
20176006,TAS,May,2017,Saturday,14:30,Multiple vehicle,No,No,No,100,Driver,Female,49
20176008,TAS,May,2017,Friday,20:30,Single vehicle,No,No,No,100,Driver,Male,26
20176032,TAS,May,2017,Sunday,17:35,Multiple vehicle,No,No,No,80,Driver,Male,45
20176032,TAS,May,2017,Sunday,17:35,Multiple vehicle,No,No,No,80,Passenger,Female,48
20177001,NT,May,2017,Friday,06:12,Multiple vehicle,No,No,No,100,Motorcycle rider,Male,48
20178003,ACT,May,2017,Wednesday,11:55,Multiple vehicle,No,No,No,80,Driver,Male,91
20171053,NSW,April,2017,Tuesday,11:43,Multiple vehicle,No,No,Yes,90,Driver,Female,39
20171053,NSW,April,2017,Tuesday,11:43,Multiple vehicle,No,No,Yes,90,Passenger,Male,14
20171056,NSW,April,2017,Monday,13:30,Single vehicle,No,No,No,60,Passenger,Female,11
