Crash ID,State,Month,Year,Dayweek,Time,Crash_Type,Bus_Involvement,Rigid_Truck_Involvement,Articulated_Truck_Involvement ,Speed_Limit,Road_User,Gender,Age
20171056,NSW,April,2017,Monday,13:30,Single vehicle,No,No,No,60,Driver,Female,43
20171056,NSW,April,2017,Monday,13:30,Single vehicle,No,No,No,60,Passenger,Male,7
20171058,NSW,April,2017,Sunday,11:00,Single vehicle,No,No,No,100,Motorcycle rider,Male,69
20171060,NSW,April,2017,Thursday,15:50,Multiple vehicle,No,No,No,100,Driver,Male,56
20171076,NSW,April,2017,Saturday,09:20,Single vehicle,No,No,No,80,Motorcycle rider,Male,44
20171101,NSW,April,2017,Sunday,13:50,Multiple vehicle,No,No,Yes,80,Motorcycle rider,Male,25
20171129,NSW,April,2017,Wednesday,13:30,Multiple vehicle,No,Yes,No,80,Motorcycle rider,Female,48
20171133,NSW,April,2017,Saturday,18:35,Pedestrian,No,No,No,50,Pedestrian,Male,68
20171149,NSW,April,2017,Tuesday,10:15,Single vehicle,No,No,No,110,Driver,Female,50
20171157,NSW,April,2017,Saturday,15:40,Multiple vehicle,No,No,No,100,Motorcycle rider,Female,44
20171163,NSW,April,2017,Wednesday,07:30,Multiple vehicle,No,Yes,No,60,Passenger,Female,72
20171179,NSW,April,2017,Tuesday,19:00,Single vehicle,No,No,No,100,Driver,Male,34
20171188,NSW,April,2017,Wednesday,17:10,Single vehicle,No,No,No,100,Passenger,Female,18
20171201,NSW,April,2017,Wednesday,11:18,Pedestrian,Yes,No,No,50,Pedestrian,Male,72
20171202,NSW,April,2017,Monday,19:30,Single vehicle,No,No,No,80,Driver,Male,51
20171210,NSW,April,2017,Tuesday,10:15,Multiple vehicle,No,No,Yes,100,Passenger,Female,52
20171219,NSW,April,2017,Tuesday,21:50,Single vehicle,No,No,No,50,Driver,Male,20
20171220,NSW,April,2017,Saturday,14:50,Single vehicle,No,No,No,110,Motorcycle rider,Male,36
20171223,NSW,April,2017,Thursday,08:06,Single vehicle,No,No,No,60,Motorcycle rider,Male,70
20171228,NSW,April,2017,Saturday,15:40,Single vehicle,No,No,No,100,Motorcycle rider,Male,26
20171230,NSW,April,2017,Sunday,00:01,Single vehicle,No,No,No,50,Driver,Male,17
20171242,NSW,April,2017,Thursday,21:30,Single vehicle,No,No,No,100,Driver,Male,38
20171256,NSW,April,2017,Wednesday,12:10,Single vehicle,No,No,No,100,Motorcycle rider,Male,61
20171276,NSW,April,2017,Wednesday,15:38,Pedestrian,No,Yes,No,40,Pedestrian,Female,5
20171301,NSW,April,2017,Saturday,18:15,Multiple vehicle,No,No,No,60,Bicyclist (includes pillion passengers),Male,50
20171344,NSW,April,2017,Wednesday,07:15,Multiple vehicle,No,No,No,100,Driver,Male,59
20171345,NSW,April,2017,Thursday,06:03,Multiple vehicle,No,No,No,100,Driver,Male,27
20171352,NSW,April,2017,Wednesday,12:50,Single vehicle,No,No,No,100,Passenger,Female,75
20172004,VIC,April,2017,Friday,13:45,Multiple vehicle,No,No,Yes,50,Driver,Male,77
20172005,VIC,April,2017,Friday,12:10,Pedestrian,No,No,No,60,Pedestrian,Male,4
20172006,VIC,April,2017,Tuesday,08:10,Single vehicle,No,No,No,80,Bicyclist (includes pillion passengers),Male,64
20172010,VIC,April,2017,Tuesday,17:30,Pedestrian,No,No,No,60,Pedestrian,Male,85
20172015,VIC,April,2017,Friday,17:38,Pedestrian,No,Yes,No,60,Pedestrian,Male,19
20172017,VIC,April,2017,Friday,08:50,Multiple vehicle,No,No,No,100,Bicyclist (includes pillion passengers),Male,55
20172041,VIC,April,2017,Friday,13:45,Multiple vehicle,No,Yes,No,100,Driver,Male,68
20172042,VIC,April,2017,Sunday,14:30,Single vehicle,No,No,No,80,Passenger,Male,19
20172042,VIC,April,2017,Sunday,14:30,Single vehicle,No,No,No,80,Passenger,Male,19
20172052,VIC,April,2017,Tuesday,18:34,Multiple vehicle,No,No,No,60,Motorcycle rider,Male,40
20172053,VIC,April,2017,Thursday,02:20,Single vehicle,No,No,Yes,80,Driver,Male,40
20172092,VIC,April,2017,Saturday,16:45,Multiple vehicle,No,No,No,100,Driver,Male,91
20172095,VIC,April,2017,Monday,23:35,Single vehicle,No,No,No,110,Driver,Male,73
20172104,VIC,April,2017,Tuesday,11:00,Single vehicle,No,No,No,40,Bicyclist (includes pillion passengers),Male,77
20172109,VIC,April,2017,Friday,18:15,Multiple vehicle,No,No,No,70,Driver,Male,89
20172123,VIC,April,2017,Friday,19:30,Single vehicle,No,No,No,100,Driver,Male,54
20172138,VIC,April,2017,Thursday,02:44,Single vehicle,No,No,No,80,Driver,Male,19
20172160,VIC,April,2017,Tuesday,07:30,Single vehicle,No,No,No,100,Driver,Male,33
20172164,VIC,April,2017,Sunday,09:56,Multiple vehicle,No,No,No,70,Motorcycle rider,Male,46
20172166,VIC,April,2017,Wednesday,14:45,Multiple vehicle,No,No,No,100,Passenger,Female,69
20172175,VIC,April,2017,Wednesday,17:15,Single vehicle,No,No,No,100,Driver,Male,69
20172176,VIC,April,2017,Tuesday,16:19,Multiple vehicle,No,No,No,100,Driver,Male,21
20172191,VIC,April,2017,Friday,14:00,Multiple vehicle,No,No,No,100,Driver,Male,26
20172215,VIC,April,2017,Wednesday,16:30,Multiple vehicle,No,No,No,100,Passenger,Female,75
20172215,VIC,April,2017,Wednesday,16:30,Multiple vehicle,No,No,No,100,Driver,Male,79
20172221,VIC,April,2017,Sunday,16:20,Multiple vehicle,No,No,No,100,Motorcycle rider,Male,27
20172234,VIC,April,2017,Monday,17:00,Single vehicle,Yes,No,No,100,Passenger,Male,38
20172236,VIC,April,2017,Friday,21:05,Pedestrian,No,No,No,-9,Pedestrian,Male,43
20173007,QLD,April,2017,Sunday,11:00,Multiple vehicle,No,No,No,60,Driver,Female,79
20173019,QLD,April,2017,Saturday,23:00,Single vehicle,No,No,No,100,Passenger,Male,31
20173020,QLD,April,2017,Monday,12:00,Single vehicle,No,No,No,100,Passenger,Male,90
20173027,QLD,April,2017,Tuesday,22:00,Single vehicle,No,No,No,80,Driver,Male,37
20173038,QLD,April,2017,Wednesday,13:00,Multiple vehicle,No,No,No,100,Passenger,Male,90
20173082,QLD,April,2017,Friday,11:00,Multiple vehicle,No,No,No,100,Passenger,Female,101
20173126,QLD,April,2017,Saturday,23:00,Single vehicle,No,No,No,80,Motorcycle rider,Male,32
20173146,QLD,April,2017,Sunday,11:00,Multiple vehicle,No,No,No,60,Motorcycle rider,Male,48
20173180,QLD,April,2017,Friday,02:00,Single vehicle,No,No,No,50,Driver,Male,30
20173191,QLD,April,2017,Tuesday,05:00,Multiple vehicle,No,No,No,60,Motorcycle rider,Male,34
20173224,QLD,April,2017,Monday,15:00,Multiple vehicle,No,No,No,100,Driver,Female,30
20173224,QLD,April,2017,Monday,15:00,Multiple vehicle,No,No,No,100,Passenger,Male,22
20174019,SA,April,2017,Wednesday,18:40,Multiple vehicle,No,No,No,110,Driver,Male,58
20174021,SA,April,2017,Wednesday,03:00,Single vehicle,No,No,No,100,Driver,Male,26
20174027,SA,April,2017,Tuesday,15:25,Single vehicle,No,No,No,50,Driver,Female,82
20174037,SA,April,2017,Wednesday,06:04,Multiple vehicle,No,No,No,110,Driver,Male,31
20174037,SA,April,2017,Wednesday,06:04,Multiple vehicle,No,No,No,110,Driver,Male,56
20174054,SA,April,2017,Wednesday,15:00,Multiple vehicle,No,No,No,50,Motorcycle rider,Male,66
20174072,SA,April,2017,Monday,13:35,Multiple vehicle,No,No,No,60,Driver,Female,85
20174074,SA,April,2017,Tuesday,16:00,Multiple vehicle,No,No,Yes,80,Driver,Female,18
20175010,WA,April,2017,Saturday,18:20,Multiple vehicle,No,No,No,110,Passenger,Female,28
20175010,WA,April,2017,Saturday,18:20,Multiple vehicle,No,No,No,110,Other,Female,0
20175016,WA,April,2017,Saturday,12:00,Single vehicle,No,No,No,80,Motorcycle rider,Male,66
20175026,WA,April,2017,Saturday,22:05,Multiple vehicle,Yes,No,No,70,Passenger,Male,16
20175051,WA,April,2017,Monday,10:25,Single vehicle,No,No,No,90,Driver,Male,36
20175054,WA,April,2017,Friday,00:04,Single vehicle,No,No,No,50,Passenger,Male,18
20175061,WA,April,2017,Sunday,04:30,Single vehicle,No,No,No,110,Driver,Male,22
20175068,WA,April,2017,Tuesday,06:16,Multiple vehicle,No,Yes,No,100,Driver,Male,18
20175072,WA,April,2017,Saturday,20:19,Single vehicle,No,No,No,70,Passenger,Male,32
20175072,WA,April,2017,Saturday,20:19,Single vehicle,No,No,No,70,Driver,Female,22
20175073,WA,April,2017,Saturday,20:06,Multiple vehicle,No,No,No,50,Pedestrian,Female,21
20175078,WA,April,2017,Thursday,14:00,Single vehicle,No,No,No,60,Bicyclist (includes pillion passengers),Male,24
20175104,WA,April,2017,Monday,18:50,Single vehicle,No,No,No,50,Driver,Female,21
20175120,WA,April,2017,Wednesday,21:00,Single vehicle,No,No,No,110,Driver,Male,19
20175123,WA,April,2017,Friday,02:50,Single vehicle,No,No,No,80,Motorcycle rider,Male,44
20175128,WA,April,2017,Tuesday,14:50,Multiple vehicle,No,No,No,60,Motorcycle rider,Male,29
20175131,WA,April,2017,Monday,17:30,Single vehicle,No,No,No,50,Motorcycle rider,Male,38
20175142,WA,April,2017,Friday,17:29,Multiple vehicle,No,No,No,80,Driver,Male,90
20175150,WA,April,2017,Friday,14:03,Multiple vehicle,No,No,No,60,Motorcycle rider,Male,22
20176011,TAS,April,2017,Sunday,22:48,Single vehicle,No,No,No,50,Passenger,Male,25
20177009,NT,April,2017,Saturday,05:00,Single vehicle,No,No,No,130,Driver,Male,50
20177018,NT,April,2017,Sunday,08:20,Single vehicle,No,No,No,110,Driver,Male,19
20177025,NT,April,2017,Thursday,19:35,Pedestrian,No,No,No,80,Pedestrian,Male,47
20171004,NSW,March,2017,Sunday,08:05,Pedestrian,No,No,No,50,Pedestrian,Female,3
20171029,NSW,March,2017,Saturday,10:30,Single vehicle,No,No,No,100,Motorcycle pillion passenger,Female,50
20171031,NSW,March,2017,Monday,06:50,Pedestrian,No,No,No,60,Pedestrian,Female,71
20171045,NSW,March,2017,Friday,15:15,Multiple vehicle,No,No,No,100,Driver,Male,30
20171063,NSW,March,2017,Thursday,17:20,Multiple vehicle,No,No,No,50,Driver,Female,50
20171069,NSW,March,2017,Tuesday,16:00,Pedestrian,No,No,No,50,Pedestrian,Male,3
20171110,NSW,March,2017,Monday,20:25,Single vehicle,No,No,No,100,Driver,Male,43
20171115,NSW,March,2017,Thursday,17:30,Multiple vehicle,No,No,No,100,Motorcycle rider,Male,47
20171132,NSW,March,2017,Wednesday,11:00,Pedestrian,No,No,No,50,Pedestrian,Male,81
20171135,NSW,March,2017,Tuesday,07:45,Multiple vehicle,No,No,No,110,Driver,Female,49
20171135,NSW,March,2017,Tuesday,07:45,Multiple vehicle,No,No,No,110,Passenger,Male,7
20171140,NSW,March,2017,Wednesday,07:30,Single vehicle,No,No,No,100,Passenger,Male,43
20171145,NSW,March,2017,Wednesday,21:00,Single vehicle,No,No,No,80,Driver,Male,19
20171178,NSW,March,2017,Saturday,22:25,Single vehicle,No,No,No,70,Driver,Male,18
20171178,NSW,March,2017,Saturday,22:25,Single vehicle,No,No,No,70,Passenger,Female,17
20171183,NSW,March,2017,Thursday,11:50,Multiple vehicle,No,No,Yes,100,Passenger,Male,72
20171211,NSW,March,2017,Saturday,13:15,Single vehicle,No,No,No,100,Driver,Female,27
20171222,NSW,March,2017,Wednesday,14:00,Multiple vehicle,No,No,No,70,Driver,Male,91
20171227,NSW,March,2017,Friday,07:58,Multiple vehicle,Yes,No,No,80,Driver,Male,18
20171243,NSW,March,2017,Wednesday,20:10,Multiple vehicle,No,No,Yes,100,Driver,Male,46
20171254,NSW,March,2017,Friday,05:20,Multiple vehicle,No,No,Yes,100,Driver,Male,39
20171254,NSW,March,2017,Friday,05:20,Multiple vehicle,No,No,Yes,100,Driver,Male,32
20171261,NSW,March,2017,Monday,16:00,Single vehicle,No,No,No,100,Motorcycle rider,Male,56
20171262,NSW,March,2017,Sunday,07:50,Pedestrian,No,No,No,40,Pedestrian,Male,52
20171263,NSW,March,2017,Monday,03:50,Multiple vehicle,No,Yes,No,60,Motorcycle rider,Male,35
20171270,NSW,March,2017,Saturday,14:00,Single vehicle,No,No,No,100,Motorcycle rider,Male,51
20171291,NSW,March,2017,Thursday,07:39,Multiple vehicle,No,No,No,100,Driver,Male,63
20171334,NSW,March,2017,Wednesday,13:03,Single vehicle,No,No,No,60,Driver,Male,35
20171339,NSW,March,2017,Friday,08:30,Single vehicle,No,No,No,100,Motorcycle rider,Male,33
20172023,VIC,March,2017,Tuesday,11:10,Single vehicle,No,No,No,100,Other,Male,47
20172025,VIC,March,2017,Sunday,01:00,Single vehicle,No,No,No,100,Driver,Male,19
20172031,VIC,March,2017,Thursday,06:58,Multiple vehicle,No,No,Yes,100,Driver,Male,56
20172047,VIC,March,2017,Saturday,12:22,Single vehicle,No,No,No,-9,Driver,Male,26
20172060,VIC,March,2017,Sunday,00:25,Multiple vehicle,No,No,No,80,Driver,Female,35
20172065,VIC,March,2017,Friday,06:30,Multiple vehicle,No,No,Yes,100,Driver,Male,49
20172068,VIC,March,2017,Tuesday,02:30,Single vehicle,No,No,No,70,Motorcycle rider,Male,34
20172071,VIC,March,2017,Friday,03:28,Single vehicle,No,No,No,60,Driver,Male,27
20172072,VIC,March,2017,Thursday,11:30,Single vehicle,No,No,No,-9,Driver,Male,85
20172085,VIC,March,2017,Saturday,04:14,Single vehicle,No,No,No,80,Driver,Male,24
20172100,VIC,March,2017,Thursday,14:47,Multiple vehicle,No,Yes,No,80,Driver,Male,28
20172114,VIC,March,2017,Friday,17:42,Multiple vehicle,No,No,Yes,60,Bicyclist (includes pillion passengers),Female,35
20172130,VIC,March,2017,Tuesday,16:25,Single vehicle,No,No,No,100,Driver,Female,20
20172135,VIC,March,2017,Friday,08:30,Multiple vehicle,No,No,Yes,100,Driver,Male,27
20172146,VIC,March,2017,Saturday,02:00,Single vehicle,No,No,No,60,Passenger,Male,22
20172147,VIC,March,2017,Friday,16:20,Multiple vehicle,No,No,No,100,Bicyclist (includes pillion passengers),Male,66
20172163,VIC,March,2017,Tuesday,14:10,Single vehicle,No,No,No,100,Motorcycle rider,Male,54
20172178,VIC,March,2017,Friday,13:30,Pedestrian,No,No,No,60,Pedestrian,Female,50
20172182,VIC,March,2017,Tuesday,08:14,Pedestrian,No,No,No,50,Pedestrian,Male,13
20172184,VIC,March,2017,Monday,23:55,Multiple vehicle,No,No,No,100,Motorcycle rider,Male,30
20172190,VIC,March,2017,Saturday,11:35,Single vehicle,No,No,No,80,Passenger,Male,65
20172217,VIC,March,2017,Friday,00:30,Single vehicle,No,No,No,100,Driver,Male,39
20173026,QLD,March,2017,Friday,15:00,Multiple vehicle,No,No,No,100,Driver,Female,75
20173032,QLD,March,2017,Saturday,00:00,Multiple vehicle,No,No,No,70,Passenger,Female,28
20173089,QLD,March,2017,Monday,08:00,Multiple vehicle,No,No,No,100,Passenger,Female,30
20173091,QLD,March,2017,Monday,10:00,Single vehicle,No,No,No,60,Motorcycle rider,Male,64
20173101,QLD,March,2017,Sunday,23:00,Single vehicle,No,No,No,70,Motorcycle rider,Male,39
20173106,QLD,March,2017,Monday,01:00,Multiple vehicle,No,No,No,100,Driver,Male,76
20173142,QLD,March,2017,Wednesday,09:00,Single vehicle,No,No,No,100,Driver,Male,39
20173151,QLD,March,2017,Saturday,10:00,Pedestrian,No,No,No,50,Pedestrian,Male,75
20173157,QLD,March,2017,Sunday,05:00,Single vehicle,No,No,No,80,Passenger,Female,18
20173178,QLD,March,2017,Friday,12:00,Multiple vehicle,No,Yes,No,80,Driver,Male,42
20173181,QLD,March,2017,Monday,21:00,Multiple vehicle,No,No,Yes,100,Passenger,Male,22
20173193,QLD,March,2017,Thursday,15:00,Multiple vehicle,No,No,Yes,80,Driver,Male,21
20173201,QLD,March,2017,Saturday,01:00,Multiple vehicle,No,No,No,60,Passenger,Male,20
20173209,QLD,March,2017,Thursday,09:00,Multiple vehicle,Yes,No,No,60,Motorcycle rider,Male,61
20174011,SA,March,2017,Thursday,13:30,Single vehicle,No,No,Yes,60,Driver,Male,60
20174018,SA,March,2017,Friday,18:45,Single vehicle,No,No,No,50,Driver,Male,64
20174034,SA,March,2017,Saturday,00:25,Pedestrian,No,No,No,50,Pedestrian,Male,33
20174039,SA,March,2017,Saturday,03:00,Single vehicle,No,No,No,110,Driver,Male,19
20174044,SA,March,2017,Wednesday,07:13,Single vehicle,No,No,No,70,Motorcycle rider,Male,22
20174073,SA,March,2017,Wednesday,22:00,Multiple vehicle,No,No,No,40,Motorcycle rider,Male,23
20174077,SA,March,2017,Monday,16:10,Multiple vehicle,No,No,No,110,Motorcycle rider,Male,73
20174084,SA,March,2017,Thursday,19:10,Single vehicle,No,No,No,100,Driver,Male,54
20175029,WA,March,2017,Friday,12:40,Single vehicle,No,No,No,110,Driver,Male,85
20175037,WA,March,2017,Wednesday,14:40,Single vehicle,No,No,No,110,Driver,Male,79
20175038,WA,March,2017,Tuesday,08:00,Single vehicle,No,No,No,110,Driver,Male,32
20175041,WA,March,2017,Sunday,14:43,Multiple vehicle,No,No,No,110,Driver,Female,25
20175044,WA,March,2017,Wednesday,09:45,Multiple vehicle,No,No,No,70,Bicyclist (includes pillion passengers),Male,74
20175064,WA,March,2017,Monday,11:00,Single vehicle,No,No,No,110,Driver,Female,55
20175074,WA,March,2017,Thursday,20:20,Multiple vehicle,No,No,No,60,Motorcycle rider,Male,52
20175079,WA,March,2017,Thursday,17:40,Single vehicle,No,No,No,110,Driver,Male,53
20175101,WA,March,2017,Thursday,14:28,Multiple vehicle,No,No,No,50,Passenger,Male,27
20175103,WA,March,2017,Tuesday,19:39,Multiple vehicle,No,No,No,50,Pedestrian,Male,7
20175118,WA,March,2017,Monday,15:15,Single vehicle,No,No,No,60,Other,Female,98
20175135,WA,March,2017,Tuesday,17:15,Single vehicle,No,No,No,50,Motorcycle rider,Male,17
20175138,WA,March,2017,Thursday,02:00,Single vehicle,No,No,No,110,Driver,Male,34
20175141,WA,March,2017,Friday,11:02,Multiple vehicle,No,No,Yes,80,Motorcycle rider,Male,54
20175144,WA,March,2017,Saturday,04:45,Single vehicle,No,No,No,20,Passenger,Female,48
20176027,TAS,March,2017,Saturday,13:20,Multiple vehicle,No,No,No,100,Motorcycle rider,Male,47
20176034,TAS,March,2017,Thursday,11:29,Single vehicle,No,No,No,50,Motorcycle rider,Male,16
20177016,NT,March,2017,Thursday,20:40,Single vehicle,No,No,No,60,Motorcycle rider,Male,22
20177022,NT,March,2017,Friday,23:30,Single vehicle,No,No,No,80,Passenger,Male,32
20178005,ACT,March,2017,Friday,06:25,Multiple vehicle,No,No,No,100,Bicyclist (includes pillion passengers),Male,35
20171005,NSW,February,2017,Thursday,21:15,Multiple vehicle,No,No,No,60,Motorcycle rider,Male,24
20171011,NSW,February,2017,Tuesday,09:48,Multiple vehicle,No,Yes,No,110,Driver,Female,39
20171013,NSW,February,2017,Friday,17:44,Single vehicle,No,No,No,80,Driver,Male,38
20171016,NSW,February,2017,Saturday,20:30,Single vehicle,No,No,No,100,Motorcycle rider,Male,47
20171044,NSW,February,2017,Sunday,16:15,Multiple vehicle,No,No,No,110,Driver,Male,32
20171078,NSW,February,2017,Friday,12:50,Pedestrian,No,Yes,No,50,Pedestrian,Male,80
20171080,NSW,February,2017,Wednesday,21:50,Multiple vehicle,No,No,Yes,110,Driver,Female,87
20171087,NSW,February,2017,Thursday,21:10,Multiple vehicle,No,No,No,60,Motorcycle rider,Male,34
20171155,NSW,February,2017,Friday,08:26,Pedestrian,No,No,No,40,Pedestrian,Female,31
20171159,NSW,February,2017,Thursday,13:00,Single vehicle,No,No,No,50,Passenger,Female,64
20171187,NSW,February,2017,Saturday,04:25,Multiple vehicle,No,No,Yes,110,Driver,Male,21
20171194,NSW,February,2017,Thursday,17:06,Single vehicle,No,No,No,100,Driver,Female,36
20171237,NSW,February,2017,Sunday,12:50,Single vehicle,No,No,No,80,Driver,Male,22
20171246,NSW,February,2017,Wednesday,07:45,Single vehicle,No,No,No,80,Passenger,Male,88
20171250,NSW,February,2017,Thursday,18:20,Multiple vehicle,No,Yes,No,80,Motorcycle rider,Male,45
20171305,NSW,February,2017,Monday,14:50,Multiple vehicle,No,No,No,50,Passenger,Female,86
20171327,NSW,February,2017,Friday,02:00,Multiple vehicle,No,No,Yes,80,Driver,Male,15
20171348,NSW,February,2017,Wednesday,15:50,Multiple vehicle,No,No,Yes,80,Driver,Male,48
20172002,VIC,February,2017,Friday,17:22,Multiple vehicle,No,Yes,No,80,Driver,Male,45
20172029,VIC,February,2017,Wednesday,16:00,Multiple vehicle,No,No,No,100,Driver,Female,63
20172038,VIC,February,2017,Sunday,14:45,Multiple vehicle,No,No,No,100,Driver,Female,22
20172049,VIC,February,2017,Thursday,14:00,Single vehicle,No,No,No,100,Driver,Male,62
20172051,VIC,February,2017,Wednesday,10:55,Single vehicle,No,No,No,100,Driver,Female,53
20172069,VIC,February,2017,Thursday,11:30,Single vehicle,No,No,No,100,Driver,Male,76
20172076,VIC,February,2017,Monday,08:35,Multiple vehicle,No,No,No,70,Driver,Male,41
20172077,VIC,February,2017,Monday,07:00,Single vehicle,No,No,No,100,Driver,Male,40
20172093,VIC,February,2017,Thursday,07:40,Single vehicle,No,Yes,No,100,Driver,Male,25
20172116,VIC,February,2017,Friday,20:40,Single vehicle,No,No,No,100,Driver,Male,55
20172117,VIC,February,2017,Tuesday,14:45,Single vehicle,No,No,Yes,100,Driver,Male,59
20172136,VIC,February,2017,Wednesday,18:44,Single vehicle,No,No,No,100,Driver,Male,70
20172137,VIC,February,2017,Saturday,15:15,Single vehicle,No,No,No,100,Motorcycle rider,Male,43
20172161,VIC,February,2017,Monday,15:36,Multiple vehicle,No,No,No,60,Motorcycle rider,Male,33
20172162,VIC,February,2017,Thursday,21:32,Single vehicle,No,No,No,80,Driver,Male,38
20172195,VIC,February,2017,Friday,22:44,Single vehicle,No,No,No,50,Passenger,Male,40
20172196,VIC,February,2017,Monday,12:05,Multiple vehicle,No,No,No,110,Driver,Male,78
20172210,VIC,February,2017,Friday,07:30,Single vehicle,No,No,No,100,Driver,Male,18
20173015,QLD,February,2017,Saturday,07:00,Single vehicle,No,No,No,110,Driver,Female,59
20173031,QLD,February,2017,Sunday,19:00,Pedestrian,No,No,No,60,Pedestrian,Male,75
20173039,QLD,February,2017,Thursday,22:00,Single vehicle,No,No,Yes,80,Driver,Male,59
20173042,QLD,February,2017,Friday,05:00,Multiple vehicle,No,No,No,60,Bicyclist (includes pillion passengers),Male,50
20173048,QLD,February,2017,Wednesday,15:00,Multiple vehicle,No,No,Yes,100,Driver,Female,19
20173076,QLD,February,2017,Sunday,10:00,Single vehicle,No,No,No,80,Motorcycle rider,Male,34
20173078,QLD,February,2017,Friday,18:00,Single vehicle,No,No,No,110,Passenger,Male,21
20173086,QLD,February,2017,Saturday,03:00,Single vehicle,No,No,No,60,Driver,Female,21
20173086,QLD,February,2017,Saturday,03:00,Single vehicle,No,No,No,60,Passenger,Male,20
20173108,QLD,February,2017,Friday,19:00,Multiple vehicle,No,No,No,80,Driver,Male,62
20173123,QLD,February,2017,Tuesday,16:00,Multiple vehicle,Yes,No,No,80,Driver,Male,82
20173189,QLD,February,2017,Sunday,03:00,Single vehicle,No,No,No,60,Motorcycle rider,Male,30
20173196,QLD,February,2017,Friday,22:00,Pedestrian,Yes,No,No,50,Pedestrian,Male,22
20173197,QLD,February,2017,Tuesday,17:00,Multiple vehicle,No,No,No,100,Driver,Male,56
20173198,QLD,February,2017,Wednesday,15:00,Multiple vehicle,No,No,No,100,Driver,Male,20
20173199,QLD,February,2017,Saturday,17:00,Single vehicle,No,No,No,70,Driver,Female,68
20173205,QLD,February,2017,Thursday,15:00,Single vehicle,No,No,No,100,Passenger,Female,18
20173206,QLD,February,2017,Monday,11:00,Multiple vehicle,No,No,No,60,Driver,Female,85
20174061,SA,February,2017,Monday,23:15,Single vehicle,No,No,No,100,Passenger,Male,34
20174062,SA,February,2017,Friday,16:15,Multiple vehicle,No,No,Yes,100,Driver,Male,49
20174085,SA,February,2017,Sunday,20:05,Pedestrian,No,No,No,50,Pedestrian,Male,2
20174092,SA,February,2017,Wednesday,10:50,Single vehicle,No,No,No,10,Driver,Female,93
20175009,WA,February,2017,Friday,09:30,Single vehicle,No,No,No,110,Passenger,Female,84
20175020,WA,February,2017,Friday,18:15,Single vehicle,No,No,No,50,Motorcycle rider,Male,25
20175059,WA,February,2017,Sunday,05:21,Single vehicle,No,No,No,110,Driver,Male,62
20175099,WA,February,2017,Saturday,16:45,Multiple vehicle,No,No,No,110,Driver,Female,61
20175106,WA,February,2017,Friday,16:45,Multiple vehicle,No,No,No,100,Passenger,Male,25
20175136,WA,February,2017,Friday,15:55,Multiple vehicle,No,Yes,No,110,Driver,Male,58
20175147,WA,February,2017,Saturday,15:35,Single vehicle,No,No,No,110,Passenger,Male,83
20176031,TAS,February,2017,Monday,13:50,Multiple vehicle,No,Yes,No,100,Motorcycle rider,Male,36
20177008,NT,February,2017,Sunday,00:45,Single vehicle,No,No,No,100,Driver,Male,20
20177023,NT,February,2017,Saturday,02:26,Pedestrian,No,No,No,100,Pedestrian,Male,15
20177023,NT,February,2017,Saturday,02:26,Pedestrian,No,No,No,100,Pedestrian,Male,15
20178002,ACT,February,2017,Monday,12:15,Multiple vehicle,No,No,No,60,Motorcycle rider,Male,22
20171066,NSW,January,2017,Monday,18:10,Single vehicle,No,No,No,50,Driver,Male,28
20171086,NSW,January,2017,Thursday,21:50,Single vehicle,No,No,No,100,Driver,Male,29
20171097,NSW,January,2017,Wednesday,21:30,Single vehicle,No,No,No,100,Driver,Male,23
20171102,NSW,January,2017,Wednesday,13:12,Multiple vehicle,No,No,No,60,Driver,Female,54
20171102,NSW,January,2017,Wednesday,13:12,Multiple vehicle,No,No,No,60,Passenger,Female,75
20171102,NSW,January,2017,Wednesday,13:12,Multiple vehicle,No,No,No,60,Passenger,Male,79
20171104,NSW,January,2017,Saturday,07:50,Single vehicle,No,Yes,No,70,Driver,Male,69
20171107,NSW,January,2017,Wednesday,11:55,Multiple vehicle,Yes,No,Yes,100,Passenger,Female,78
20171121,NSW,January,2017,Thursday,10:18,Pedestrian,No,No,Yes,60,Pedestrian,Male,56
20171138,NSW,January,2017,Monday,12:05,Pedestrian,No,Yes,No,60,Pedestrian,Female,51
20171167,NSW,January,2017,Monday,13:15,Multiple vehicle,No,No,No,80,Motorcycle rider,Male,26
20171174,NSW,January,2017,Saturday,17:25,Multiple vehicle,No,No,No,70,Motorcycle rider,Male,22
20171197,NSW,January,2017,Monday,14:28,Multiple vehicle,No,No,No,100,Driver,Male,34
20171197,NSW,January,2017,Monday,14:28,Multiple vehicle,No,No,No,100,Passenger,Female,52
20171203,NSW,January,2017,Monday,10:50,Single vehicle,No,No,No,70,Driver,Female,71
20171212,NSW,January,2017,Tuesday,14:15,Multiple vehicle,No,Yes,Yes,100,Driver,Male,29
20171212,NSW,January,2017,Tuesday,14:15,Multiple vehicle,No,Yes,Yes,100,Driver,Male,52
20171215,NSW,January,2017,Tuesday,17:25,Multiple vehicle,No,No,No,90,Motorcycle rider,Male,44
20171258,NSW,January,2017,Tuesday,14:20,Multiple vehicle,No,No,No,100,Driver,Female,20
20171271,NSW,January,2017,Friday,23:55,Single vehicle,No,No,No,100,Driver,Male,62
20171280,NSW,January,2017,Saturday,12:58,Multiple vehicle,No,No,No,100,Driver,Female,19
20171285,NSW,January,2017,Friday,21:30,Single vehicle,No,No,No,100,Driver,Male,36
